,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
2556,U001,0200705742,DOT corp,2020-03-16 18:47:03.500000000,2020.0,1930625092.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,63028.0,Negatives
2557,U001,0200706844,WINC trust,2020-05-26 17:48:34.281250000,2020.0,1930875668.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,17534.5,0-15
2558,U001,0200769623,WAL-MAR foundation,2020-05-06 17:23:45.390625000,2020.0,1930800903.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,59911.18,0-15
2559,U001,0200416837,DEC systems,2020-05-03 20:48:49.625000000,2020.0,1930812810.0,2020-04-22 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,5128.48,Negatives
2560,U001,0200337148,COAS ,2020-05-06 12:41:13.734375000,2020.0,1930803571.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,21055.21,0-15
2561,U001,0100033340,SEVI co,2020-05-08 02:56:44.984375000,2020.0,1930795396.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,28278.18,Negatives
2562,U001,0200803720,DEC ,2020-03-06 15:27:41.687500000,2020.0,1930617840.0,2020-03-07 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM2,4398.06,Negatives
2563,U001,0200759878,SA systems,2020-05-29 23:12:39.476562500,2020.0,1930777124.0,2020-04-14 00:00:00.000000000,2020-05-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAWP,91676.62,0-15
2564,U001,0200729942,SA llc,2020-05-18 23:57:46.529296875,2020.0,1930857524.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,2408.32,Negatives
2565,CA02,0140104440,SO llc,2020-03-25 04:42:00.875000000,2020.0,2960618875.0,2020-03-10 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-11 00:00:00.000000000,CA10,54843.564999999995,0-15
2566,U001,0100043948,AMERIC systems,2020-04-07 03:45:21.125000000,2020.0,1930667562.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,17319.8,Negatives
2567,U001,0200772595,SAFEW corporation,2020-04-07 16:40:06.656250000,2020.0,1930683898.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,99808.7,0-15
2568,U001,0200726979,BJ'S  foundation,2020-04-24 14:40:50.812500000,2020.0,1930780809.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,269.81,0-15
2569,U001,0100008001,ANHA trust,2020-03-27 08:25:29.125000000,2020.0,1930647902.0,2020-03-18 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAD1,17374.0,Negatives
2570,U001,0200769623,WAL-MAR us,2020-04-17 03:10:59.031250000,2020.0,1930717346.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,7336.72,0-15
2571,U001,200739534,OK corp,2020-04-17 05:36:27.921875000,2020.0,1930731415.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,57177.27,0-15
2572,U001,0200726979,BJ'S  llc,2020-03-23 10:55:36.460937500,2020.0,1930629598.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAA8,778.26,0-15
2573,U001,0200793830,M in,2020-05-22 05:54:49.271484375,2020.0,1930876403.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,31016.78,0-15
2574,U001,0200794332,COST us,2020-05-02 22:36:02.851562500,2020.0,1930783126.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAAX,25284.7,0-15
2575,U013,0100034330,MASSY D llc,2020-04-28 16:43:34.437500000,2020.0,1991841304.0,2020-03-19 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAVE,60660.86,0-15
2576,U001,0200769623,WAL-MAR in,2020-04-07 06:11:43.427734375,2020.0,1930686471.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,32768.2,0-15
2577,U001,0200769623,WAL-MAR us,2020-04-18 00:39:07.156250000,2020.0,1930717384.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,26848.01,0-15
2578,U001,0200794332,COST in,2020-05-15 20:52:09.945312500,2020.0,1930833910.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAAX,27931.88,0-15
2579,U001,0200769623,WAL-MAR llc,2020-04-14 03:38:37.962890625,2020.0,1930719378.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,73388.0,0-15
2580,U001,0200519201,KROGE llc,2020-05-19 08:35:32.414062500,2020.0,1930856468.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,258768.69,Negatives
2581,U001,200762301,C&S WH associates,2020-04-15 22:48:06.867187500,2020.0,1930720223.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAC6,7261.87,0-15
2582,U001,0200739386,PEPSI corporation,2020-04-29 00:52:28.625000000,2020.0,1930718273.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,65591.25,16-30
2583,U001,0200722369,PERFOR us,2020-04-24 12:20:47.992187500,2020.0,1930768465.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,28281.97,Negatives
2584,U001,0200744019,TARG co,2020-05-07 00:18:44.031250000,2020.0,1930799603.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAA8,13711.24,0-15
2585,U001,200769623,WAL-MAR corporation,2020-04-20 09:22:33.203125000,2020.0,1930758053.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAH4,33798.43,Negatives
2586,U001,0200786288,FAMILY co,2020-04-27 13:25:01.031250000,2020.0,1930780014.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAC6,12614.59,Negatives
2587,U001,0200418007,AM associates,2020-03-25 17:10:56.781250000,2020.0,1930624215.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,102626.4,0-15
2588,U001,0200769623,WAL-MAR associates,2020-03-23 21:53:37.570312500,2020.0,1930628297.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAH4,5967.84,Negatives
2589,CA02,140106408,WAL-M associates,2020-04-21 21:07:22.500000000,2020.0,2960624277.0,2020-03-27 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-27 00:00:00.000000000,CA10,44553.551,16-30
2590,U001,0200769623,WAL-MAR us,2020-04-17 03:10:59.031250000,2020.0,1930710873.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,4555.4,0-15
2591,U001,0200794332,COST corp,2020-05-14 07:23:10.718750000,2020.0,1930823593.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAAX,21379.43,0-15
2592,U001,0200726025,MARTI trust,2020-03-22 01:49:37.806640625,2020.0,1930620820.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAA8,52194.5,0-15
2593,U001,200759082,INGL foundation,2020-04-05 03:57:10.718750000,2020.0,1930670691.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,63801.31,0-15
2594,CA02,0140106408,WAL-M trust,2020-04-16 04:29:07.375000000,2020.0,2960622731.0,2020-03-20 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,62138.972,16-30
2595,U001,0200803720,DEC us,2020-04-03 10:26:47.937500000,2020.0,1930699608.0,2020-03-25 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,8584.44,Negatives
2596,U001,0200726979,BJ'S  corporation,2020-03-27 17:31:53.375000000,2020.0,1930624787.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,257.54,0-15
2597,U001,0200777735,NASH  trust,2020-06-02 15:01:36.687500000,2020.0,1930747459.0,2020-04-03 00:00:00.000000000,2020-06-07 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAGD,852.16,Negatives
2598,U001,0200806580,BE corp,2020-03-16 00:24:25.500000000,2020.0,1930608312.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,5211.6,Negatives
2599,CA02,CCU001,KRAFT  ,2020-04-25 21:48:20.140625000,2020.0,2960621969.0,2020-03-19 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAG2,21270.48,0-15
2600,U001,0200769623,WAL-MAR corporation,2020-04-09 04:59:43.505859375,2020.0,1930705142.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,42551.13,0-15
2601,U001,0200014556,ALBER corporation,2020-05-09 07:55:31.312500000,2020.0,1930566741.0,2020-02-27 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAGD,15651.65,0-15
2602,U001,0200769623,WAL-MAR corp,2020-03-15 08:30:28.375000000,2020.0,1930584017.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAH4,10279.16,Negatives
2603,U001,0200769623,WAL-MAR foundation,2020-03-27 17:45:41.867187500,2020.0,1930652473.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,9577.27,Negatives
2604,U001,0200772670,ASSOCIAT corp,2020-05-05 13:07:28.257812500,2020.0,1930804068.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAU5,1455.45,0-15
2605,CA02,0140104440,SO systems,2020-03-20 06:03:54.687500000,2020.0,2960618933.0,2020-03-06 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-06 00:00:00.000000000,CA10,52006.486,0-15
2606,U001,0200794332,COST llc,2020-03-25 02:53:05.414062500,2020.0,1930631983.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAAX,17313.65,Negatives
2607,U001,0200803720,DEC foundation,2020-05-19 18:08:40.156250000,2020.0,1930863123.0,2020-05-06 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,10021.56,Negatives
2608,U001,0200726979,BJ'S  corp,2020-03-12 14:57:10.703125000,2020.0,1930577439.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,611.23,Negatives
2609,U001,0200794332,COST ,2020-04-15 06:36:30.890625000,2020.0,1930719446.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAAX,32715.47,0-15
2610,U001,0200744019,TARG ,2020-05-13 12:10:05.156250000,2020.0,1930823285.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAA8,13874.87,0-15
2611,U001,0200762301,C&S WH ,2020-04-20 17:53:44.351562500,2020.0,1930752227.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAC6,22510.04,Negatives
2612,U001,0200744019,TARG in,2020-05-13 19:48:20.750000000,2020.0,1930823263.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAA8,9535.88,0-15
2613,U001,0200769623,WAL-MAR us,2020-05-07 05:01:40.500000000,2020.0,1930798490.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAH4,50987.62,0-15
2614,U001,0200792734,MDV/ in,2020-04-05 03:16:14.687500000,2020.0,1930652317.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,194.25,0-15
2615,U001,0200769623,WAL-MAR corp,2020-04-15 05:33:27.412109375,2020.0,1930722805.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,20355.41,0-15
2616,U001,200759878,SA llc,2020-04-07 23:59:47.531250000,2020.0,1930684474.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,21060.3,0-15
2617,U001,0200794332,COST llc,2020-05-08 22:35:03.554687500,2020.0,1930810792.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAAX,14647.94,0-15
2618,U001,0200122006,LATIN llc,2020-03-22 06:41:47.593750000,2020.0,1930599336.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,1565.02,Negatives
2619,U001,0200803720,DEC us,2020-04-03 05:46:40.156250000,2020.0,1930692427.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,2784.28,Negatives
2620,U001,0200434439,BAUGH SU us,2020-05-14 02:49:17.906250000,2020.0,1930830059.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,103876.18,0-15
2621,U001,0200729290,KROGER associates,2020-04-08 20:43:31.640625000,2020.0,1930689660.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,102093.75,0-15
2622,U001,0200769623,WAL-MAR ,2020-04-10 11:16:07.898437500,2020.0,1930699688.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,59140.25,0-15
2623,U001,CCU013,KRAFT F foundation,2020-04-18 05:44:47.250000000,2020.0,1930609426.0,2020-03-09 00:00:00.000000000,2020-03-09 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAX2,4932.42,31-45
2624,U001,0200792293,UNIFIE ,2020-03-30 01:11:40.281250000,2020.0,1930643197.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,24186.82,0-15
2625,U001,0200744019,TARG co,2020-04-26 23:29:06.593750000,2020.0,1930772620.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,5206.28,0-15
2626,U001,0200769623,WAL-MAR ,2020-04-19 16:58:22.937500000,2020.0,1930749931.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,35996.23,Negatives
2627,U001,0200759878,SA co,2020-03-30 02:41:25.302734375,2020.0,1930654302.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,25300.05,0-15
2628,U001,0200592182,DECA trust,2020-04-20 23:55:43.000000000,2020.0,1930823634.0,2020-04-24 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM2,12856.16,Negatives
2629,U001,0200706844,WINC foundation,2020-03-31 15:47:31.281250000,2020.0,1930633767.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,1445.54,0-15
2630,U001,200759878,SA systems,2020-05-18 03:45:10.486328125,2020.0,1930851663.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,81846.74,0-15
2631,U001,0200769623,WAL-MAR in,2020-05-17 11:23:07.625000000,2020.0,1930853883.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,15513.95,Negatives
2632,U001,0200759878,SA llc,2020-04-12 22:56:07.609375000,2020.0,1930699102.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAH4,28260.58,0-15
2633,U001,0200769623,WAL-MAR corp,2020-05-02 10:10:52.203125000,2020.0,1930797740.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAH4,5711.68,0-15
2634,U001,0200769623,WAL-MAR foundation,2020-04-16 14:40:22.507812500,2020.0,1930739609.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,1991.84,Negatives
2635,U001,0200759878,SA ,2020-04-25 02:49:25.990234375,2020.0,1930772512.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,42621.76,0-15
2636,U001,0200592182,DECA systems,2020-05-19 10:13:18.875000000,2020.0,1930882106.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,3709.82,Negatives
2637,U001,0200982294,BUR corp,2020-03-25 23:28:34.375000000,2020.0,1930639510.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,80211.4,Negatives
2638,U001,0200769623,WAL-MAR foundation,2020-04-14 22:29:30.570312500,2020.0,1930723454.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,14175.37,Negatives
2639,U001,0200759878,SA systems,2020-04-11 01:34:32.453125000,2020.0,1930684237.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,14703.97,0-15
2640,U001,0200707741,SMART &  systems,2020-04-02 13:10:11.375000000,2020.0,1930660778.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,97727.49,0-15
2641,U001,0200769623,WAL-MAR in,2020-04-20 11:23:07.625000000,2020.0,1930750239.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAH4,12375.37,Negatives
2642,U001,0200337148,COAS co,2020-04-16 16:49:24.781250000,2020.0,1930725765.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,41428.58,0-15
2643,U001,0200704858,WAKE llc,2020-05-06 17:15:46.640625000,2020.0,1930802320.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,13887.08,0-15
2644,U001,0200769623,WAL-MAR co,2020-03-15 07:28:24.853515625,2020.0,1930581354.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,23317.77,0-15
2645,U001,0200769623,WAL-MAR in,2020-04-14 12:26:15.843750000,2020.0,1930727987.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,45554.01,Negatives
2646,U001,0200915438,GROC in,2020-03-19 01:18:19.093750000,2020.0,1930561888.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,9765.5,0-15
2647,U001,0200769623,WAL-MAR ,2020-04-14 15:06:11.695312500,2020.0,1930719256.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,22775.83,0-15
2648,U001,0200705742,DOT llc,2020-03-29 03:50:35.531250000,2020.0,1930582984.0,2020-02-28 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAAW,18724.89,Negatives
2649,U001,0200769623,WAL-MAR us,2020-04-10 00:41:44.375000000,2020.0,1930677287.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,50134.93,0-15
2650,U001,0200418007,AM us,2020-04-21 07:43:50.439453125,2020.0,1930730367.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,2892.24,0-15
2651,U001,0200769623,WAL-MAR corporation,2020-04-05 09:54:03.757812500,2020.0,1930675954.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,1894.55,0-15
2652,U001,0200780825,SYSCO FO us,2020-04-29 16:06:42.843750000,2020.0,1930778306.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,11618.07,0-15
2653,U001,0200772595,SAFEW us,2020-03-27 15:23:45.609375000,2020.0,1930637529.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,21340.79,0-15
2654,U001,0200769623,WAL-MAR trust,2020-05-11 11:44:41.007812500,2020.0,1930829106.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAH4,12417.14,0-15
2655,U001,0200762301,C&S WH co,2020-04-21 01:02:31.453125000,2020.0,1930753153.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAC6,7889.32,Negatives
2656,U001,0200780383,MEIJ co,2020-03-21 11:46:46.000000000,2020.0,1930594512.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,70314.76,0-15
2657,U001,0200769623,WAL-MAR corp,2020-05-18 08:30:28.375000000,2020.0,1930857050.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAH4,8022.47,Negatives
2658,U001,0200769623,WAL-MAR associates,2020-04-08 15:19:27.179687500,2020.0,1930693273.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,44777.63,0-15
2659,U001,0200769623,WAL-MAR ,2020-05-15 01:13:03.468750000,2020.0,1930851107.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,14728.56,Negatives
2660,U001,200726979,BJ'S  corporation,2020-04-03 14:41:26.750000000,2020.0,1930670281.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,625.96,0-15
2661,U001,0200762301,C&S WH systems,2020-05-12 00:28:30.375000000,2020.0,1930828110.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAC6,23747.29,0-15
2662,U001,CCU013,KRAFT F systems,2020-05-02 23:17:10.750000000,2020.0,1930677009.0,2020-03-24 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAX2,337.9,31-45
2663,U001,0200726979,BJ'S  corp,2020-03-21 15:11:10.515625000,2020.0,1930593960.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,464.92,0-15
2664,U001,0200762301,C&S WH corporation,2020-03-15 03:40:44.382812500,2020.0,1930582220.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAC6,3090.13,0-15
2665,U001,0200418007,AM systems,2020-05-12 05:39:53.937500000,2020.0,1930794878.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,7789.64,0-15
2666,U001,0200769623,WAL-MAR us,2020-05-08 02:24:21.875000000,2020.0,1930799311.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,60557.39,0-15
2667,U001,0200769623,WAL-MAR ,2020-04-03 18:24:56.890625000,2020.0,1930671300.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAH4,42318.87,0-15
2668,U001,0200762301,C&S WH corp,2020-04-07 12:32:28.898437500,2020.0,1930685081.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAC6,12900.75,0-15
2669,U001,0100001196,DOLLAR co,2020-04-15 09:46:08.375000000,2020.0,1930739182.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,3418.63,Negatives
2670,CA02,0140104440,SO foundation,2020-05-10 17:25:23.312500000,2020.0,2960630264.0,2020-04-23 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,CA10,64644.439999999995,0-15
2671,U001,0200769623,WAL-MAR co,2020-04-01 13:51:01.679687500,2020.0,1930653568.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,5226.82,0-15
2672,U001,0200752302,KROGER corporation,2020-05-10 14:14:56.390625000,2020.0,1930818190.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,46084.92,0-15
2673,U001,0200148860,DOLLA foundation,2020-05-02 05:20:37.687500000,2020.0,1930799570.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,37666.96,Negatives
2674,U001,0200759878,SA corporation,2020-04-20 04:24:31.904296875,2020.0,1930747438.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,15005.29,0-15
2675,U001,0200762301,C&S WH corporation,2020-05-07 06:31:44.109375000,2020.0,1930806248.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAC6,66047.84,0-15
2676,U001,0200769623,WAL-MAR associates,2020-03-28 19:56:26.234375000,2020.0,1930652252.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,23717.5,Negatives
2677,U001,200772670,ASSOCIAT trust,2020-04-13 01:00:30.867187500,2020.0,1930718071.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAU5,47285.23,0-15
2678,U001,0200759878,SA trust,2020-04-29 09:09:59.945312500,2020.0,1930777629.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,9934.62,0-15
